Country,Economic Effectiveness,Economic Legitimacy,Effectiveness Score,Legitimacy Score,Political Effectiveness,Political Legitimacy,Security Effectiveness,Security Legitimacy,Social Effectiveness,Social Legitimacy,State Fragility Index,Year
Cambodia,4,0,11,3,3,0,2,1,2,2,14,2002
Cambodia,4,0,11,4,3,0,2,1,2,3,15,2003
Cambodia,4,0,11,3,3,0,2,1,2,2,14,2004
Cambodia,4,0,11,3,3,0,2,1,2,2,14,2005
Cambodia,3,0,10,3,3,0,2,1,2,2,13,2006
Cambodia,3,0,10,4,3,0,2,2,2,2,14,2007
Cambodia,3,0,9,4,2,0,2,2,2,2,13,2008
Cambodia,3,0,8,4,2,0,1,2,2,2,12,2009
Cambodia,3,0,8,4,2,0,1,2,2,2,12,2010
Cambodia,3,0,7,3,2,0,0,1,2,2,10,2011
Cambodia,3,0,7,3,2,0,0,1,2,2,10,2012
Cambodia,3,0,7,4,2,1,0,1,2,2,11,2013
Cambodia,3,0,7,4,2,1,0,1,2,2,11,2014
Canada,0,0,0,0,0,0,0,0,0,0,0,1995
Canada,0,0,0,0,0,0,0,0,0,0,0,1996
Canada,0,0,0,0,0,0,0,0,0,0,0,1997
Canada,0,0,0,0,0,0,0,0,0,0,0,1998
Canada,0,0,0,0,0,0,0,0,0,0,0,1999
Canada,0,0,0,0,0,0,0,0,0,0,0,2000
Canada,0,0,0,0,0,0,0,0,0,0,0,2001
Canada,0,0,0,0,0,0,0,0,0,0,0,2002
Canada,0,0,0,0,0,0,0,0,0,0,0,2003
Canada,0,0,0,0,0,0,0,0,0,0,0,2004
Canada,0,0,0,0,0,0,0,0,0,0,0,2005
Canada,0,0,0,0,0,0,0,0,0,0,0,2006
Canada,0,0,0,0,0,0,0,0,0,0,0,2007
Canada,0,0,0,0,0,0,0,0,0,0,0,2008
Canada,0,0,0,0,0,0,0,0,0,0,0,2009
Canada,0,0,0,0,0,0,0,0,0,0,0,2010
Canada,0,0,0,0,0,0,0,0,0,0,0,2011
Canada,0,0,0,0,0,0,0,0,0,0,0,2012
Canada,0,0,0,0,0,0,0,0,0,0,0,2013
Canada,0,0,0,0,0,0,0,0,0,0,0,2014
Cameroon,3,3,8,11,3,3,0,2,2,3,19,1995
Cameroon,3,3,8,11,3,3,0,2,2,3,19,1996
Cameroon,3,3,8,10,3,3,0,1,2,3,18,1997
Cameroon,3,3,8,11,3,3,0,2,2,3,19,1998
Cameroon,3,3,8,11,3,3,0,2,2,3,19,1999
Cameroon,3,3,8,11,3,3,0,2,2,3,19,2000
Cameroon,3,3,9,11,3,3,0,2,3,3,20,2001
Cameroon,3,3,7,10,2,3,0,2,2,2,17,2002
Cameroon,3,3,8,10,2,3,0,2,3,2,18,2003
Cameroon,3,3,7,10,2,3,0,2,2,2,17,2004
Cameroon,3,3,7,10,2,3,0,2,2,2,17,2005
Cameroon,3,3,7,10,2,3,0,2,2,2,17,2006
Cameroon,3,3,7,10,2,3,0,2,2,2,17,2007
Cameroon,3,3,7,10,2,3,0,2,2,2,17,2008
Cameroon,3,3,6,10,1,3,0,2,2,2,16,2009
Cameroon,3,3,7,10,2,3,0,2,2,2,17,2010
Cameroon,3,3,7,9,2,3,0,1,2,2,16,2011
Cameroon,3,3,7,9,2,3,0,1,2,2,16,2012
Cameroon,3,2,7,8,2,3,0,1,2,2,15,2013
Cameroon,3,2,7,8,2,3,0,1,2,2,15,2014
Cape Verde,3,0,6,1,1,0,0,0,2,1,7,1995
Cape Verde,2,0,5,1,1,0,0,0,2,1,6,1996
Cape Verde,2,0,5,1,1,0,0,0,2,1,6,1997
Cape Verde,2,0,5,1,1,0,0,0,2,1,6,1998
Cape Verde,2,0,5,1,1,0,0,0,2,1,6,1999
Cape Verde,2,0,5,1,1,0,0,0,2,1,6,2000
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2001
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2002
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2003
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2004
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2005
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2006
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2007
Cape Verde,2,0,4,1,0,0,0,0,2,1,5,2008
Cape Verde,1,0,3,1,0,0,0,0,2,1,4,2009
Cape Verde,1,1,3,2,0,0,0,0,2,1,5,2010
Cape Verde,1,1,3,2,0,0,0,0,2,1,5,2011
Cape Verde,1,1,3,2,0,0,0,0,2,1,5,2012
Cape Verde,2,1,3,2,0,0,0,0,1,1,5,2013
Cape Verde,2,1,3,2,0,0,0,0,1,1,5,2014
Central African Republic,4,0,9,5,2,2,0,0,3,3,14,1995
Central African Republic,4,0,9,6,2,2,0,1,3,3,15,1996
Central African Republic,4,1,9,7,2,2,0,1,3,3,16,1997
Central African Republic,4,0,9,6,2,2,0,1,3,3,15,1998
Central African Republic,4,0,9,6,2,2,0,1,3,3,15,1999
Central African Republic,4,0,9,6,2,2,0,1,3,3,15,2000
Central African Republic,4,0,10,6,2,2,1,1,3,3,16,2001
Central African Republic,4,0,10,6,2,2,1,1,3,3,16,2002
Central African Republic,4,1,10,7,2,1,1,2,3,3,17,2003
Central African Republic,4,1,10,6,2,1,1,1,3,3,16,2004
Central African Republic,4,1,10,8,2,2,1,2,3,3,18,2005
Central African Republic,4,1,9,9,2,2,0,3,3,3,18,2006
Central African Republic,4,1,10,9,2,2,1,3,3,3,19,2007
Central African Republic,4,2,10,9,2,2,1,2,3,3,19,2008
Central African Republic,4,3,10,10,2,2,1,2,3,3,20,2009
Central African Republic,4,3,11,10,3,2,1,2,3,3,21,2010
Central African Republic,4,3,11,11,3,2,1,3,3,3,22,2011
Central African Republic,4,3,11,11,2,2,2,3,3,3,22,2012
Central African Republic,4,3,12,12,3,3,2,3,3,3,24,2013
Central African Republic,4,3,12,12,3,3,2,3,3,3,24,2014
Chad,4,3,12,10,3,2,2,2,3,3,22,1995
Chad,4,3,12,10,3,2,2,2,3,3,22,1996
Chad,4,3,12,10,3,2,2,2,3,3,22,1997
Chad,4,3,12,10,3,2,2,2,3,3,22,1998
Chad,4,3,12,10,3,2,2,2,3,3,22,1999
Chad,4,3,12,10,3,2,2,2,3,3,22,2000
Chad,4,3,12,10,3,2,2,2,3,3,22,2001
Chad,4,3,11,10,2,2,2,2,3,3,21,2002
Chad,4,3,12,10,3,2,2,2,3,3,22,2003
Chad,3,3,11,10,3,2,2,2,3,3,21,2004
Chad,3,3,11,10,3,2,2,2,3,3,21,2005
Chad,3,3,11,9,3,1,2,2,3,3,20,2006
Chad,3,3,11,9,3,1,2,2,3,3,20,2007
Chad,3,3,11,10,3,1,2,3,3,3,21,2008
Chad,3,3,11,10,3,1,2,3,3,3,21,2009
Chad,3,3,11,10,3,1,2,3,3,3,21,2010
Chad,3,3,11,10,3,1,2,3,3,3,21,2011
Chad,3,3,11,9,3,1,2,2,3,3,20,2012
Chad,3,3,10,9,3,1,1,2,3,3,19,2013
Chad,3,3,10,9,3,1,1,2,3,3,19,2014
Chile,1,2,2,3,1,0,0,1,0,0,5,1995
Chile,1,2,2,3,1,0,0,1,0,0,5,1996
Chile,1,2,2,3,1,0,0,1,0,0,5,1997
Chile,1,2,2,2,1,0,0,0,0,0,4,1998
Chile,1,2,1,2,0,0,0,0,0,0,3,1999
Chile,1,2,1,2,0,0,0,0,0,0,3,2000
Chile,1,2,1,2,0,0,0,0,0,0,3,2001
Chile,1,2,1,2,0,0,0,0,0,0,3,2002
Chile,1,2,1,2,0,0,0,0,0,0,3,2003
Chile,1,2,1,2,0,0,0,0,0,0,3,2004
Chile,0,2,0,2,0,0,0,0,0,0,2,2005
Chile,0,2,0,2,0,0,0,0,0,0,2,2006
Chile,0,2,0,2,0,0,0,0,0,0,2,2007
Chile,0,2,0,2,0,0,0,0,0,0,2,2008
Chile,0,2,0,2,0,0,0,0,0,0,2,2009
Chile,0,2,0,2,0,0,0,0,0,0,2,2010
Chile,0,2,0,2,0,0,0,0,0,0,2,2011
Chile,0,2,0,2,0,0,0,0,0,0,2,2012
Chile,0,2,0,2,0,0,0,0,0,0,2,2013
Chile,0,2,0,2,0,0,0,0,0,0,2,2014
China,3,0,7,5,0,2,2,2,2,1,12,1995
China,3,0,7,5,0,2,2,2,2,1,12,1996
China,3,0,7,5,0,2,2,2,2,1,12,1997
China,3,0,6,5,0,2,2,2,1,1,11,1998
China,3,0,6,5,0,2,2,2,1,1,11,1999
China,3,0,6,6,0,2,2,3,1,1,12,2000
China,2,0,5,5,0,2,2,2,1,1,10,2001
China,2,0,6,5,1,2,2,2,1,1,11,2002
China,2,0,5,5,0,2,2,2,1,1,10,2003
China,2,0,5,5,0,2,2,2,1,1,10,2004
China,2,0,5,5,0,2,2,2,1,1,10,2005
China,2,0,5,5,0,2,2,2,1,1,10,2006
China,2,0,5,5,0,2,2,2,1,1,10,2007
China,2,0,4,5,0,2,1,2,1,1,9,2008
China,2,0,4,4,0,2,1,2,1,0,8,2009
China,2,0,4,4,0,2,1,2,1,0,8,2010
China,1,0,3,4,0,2,1,2,1,0,7,2011
China,1,0,3,4,0,2,1,2,1,0,7,2012
China,1,0,2,4,0,2,1,2,0,0,6,2013
China,1,0,2,4,0,2,1,2,0,0,6,2014
Colombia,1,3,4,9,0,2,2,3,1,1,13,1995
Colombia,1,3,4,9,0,2,2,3,1,1,13,1996
Colombia,1,3,4,9,0,2,2,3,1,1,13,1997
Colombia,1,3,4,9,0,2,2,3,1,1,13,1998
Colombia,2,3,5,9,0,2,2,3,1,1,14,1999
Colombia,1,3,4,9,0,2,2,3,1,1,13,2000
Colombia,1,3,4,9,0,2,2,3,1,1,13,2001
Colombia,1,3,4,9,0,2,2,3,1,1,13,2002
Colombia,1,3,4,9,0,2,2,3,1,1,13,2003
Colombia,1,3,4,9,0,2,2,3,1,1,13,2004
Colombia,1,3,4,9,0,2,2,3,1,1,13,2005
Colombia,1,3,4,8,0,2,2,3,1,0,12,2006
Colombia,1,3,4,8,0,2,2,3,1,0,12,2007
Colombia,1,3,4,8,0,2,2,3,1,0,12,2008
Colombia,1,3,3,8,0,2,2,3,0,0,11,2009
Colombia,1,3,3,8,0,2,2,3,0,0,11,2010
Colombia,1,3,3,8,0,2,2,3,0,0,11,2011
Colombia,1,3,3,7,0,2,2,2,0,0,10,2012
Colombia,1,2,3,6,0,2,2,2,0,0,9,2013
Colombia,1,2,3,6,0,2,2,2,0,0,9,2014
Comoros,3,2,8,8,3,3,0,0,2,3,16,1995
Comoros,3,1,8,6,3,2,0,0,2,3,14,1996
Comoros,3,1,8,8,3,3,0,1,2,3,16,1997
Comoros,3,1,8,7,3,3,0,0,2,3,15,1998
Comoros,3,3,8,10,3,3,0,1,2,3,18,1999
Comoros,3,3,8,9,3,3,0,0,2,3,17,2000
Comoros,3,3,8,8,3,2,0,0,2,3,16,2001
Comoros,3,3,8,8,3,2,0,0,2,3,16,2002
Comoros,3,3,8,8,3,2,0,0,2,3,16,2003
Comoros,3,3,8,7,3,1,0,0,2,3,15,2004
Comoros,3,3,8,6,3,1,0,0,2,2,14,2005
Comoros,3,3,8,6,3,1,0,0,2,2,14,2006
Comoros,3,3,7,7,2,1,0,1,2,2,14,2007
Comoros,3,3,7,6,2,0,0,1,2,2,13,2008
Comoros,3,3,7,5,2,0,0,0,2,2,12,2009
Comoros,3,3,7,5,2,0,0,0,2,2,12,2010
Comoros,3,3,7,5,2,0,0,0,2,2,12,2011
Comoros,3,3,7,5,2,0,0,0,2,2,12,2012
Comoros,3,3,7,5,2,0,0,0,2,2,12,2013
Comoros,3,3,7,5,2,0,0,0,2,2,12,2014
Congo-Brazzaville,2,3,5,10,1,2,0,2,2,3,15,1995
Congo-Brazzaville,2,2,5,8,1,2,0,1,2,3,13,1996
Congo-Brazzaville,2,2,6,10,1,2,1,3,2,3,16,1997
Congo-Brazzaville,2,2,7,9,2,2,1,2,2,3,16,1998
Congo-Brazzaville,2,2,8,10,2,2,1,3,3,3,18,1999
Congo-Brazzaville,2,3,8,10,2,2,1,2,3,3,18,2000
Congo-Brazzaville,2,3,8,10,2,2,1,2,3,3,18,2001
Congo-Brazzaville,2,3,8,10,2,2,1,2,3,3,18,2002
Congo-Brazzaville,2,3,7,10,2,2,1,2,2,3,17,2003
Congo-Brazzaville,2,3,8,9,2,2,2,1,2,3,17,2004
Congo-Brazzaville,2,3,8,9,3,2,1,1,2,3,17,2005
Congo-Brazzaville,2,3,8,10,3,2,1,2,2,3,18,2006
Congo-Brazzaville,2,3,7,9,2,2,1,1,2,3,16,2007
Congo-Brazzaville,2,2,7,8,2,2,1,1,2,3,15,2008
Congo-Brazzaville,2,2,7,8,2,2,1,1,2,3,15,2009
Congo-Brazzaville,2,2,7,8,2,2,1,1,2,3,15,2010
Congo-Brazzaville,2,2,6,8,2,2,0,1,2,3,14,2011
Congo-Brazzaville,2,2,6,7,2,2,0,1,2,2,13,2012
Congo-Brazzaville,2,2,6,7,2,2,0,1,2,2,13,2013
Congo-Brazzaville,2,2,6,7,2,2,0,1,2,2,13,2014
Costa Rica,1,2,1,2,0,0,0,0,0,0,3,1995
Costa Rica,1,2,1,2,0,0,0,0,0,0,3,1996
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,1997
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,1998
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,1999
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2000
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2001
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2002
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2003
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2004
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2005
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2006
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2007
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2008
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2009
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2010
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2011
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2012
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2013
Costa Rica,1,0,1,0,0,0,0,0,0,0,1,2014
Croatia,1,0,4,6,1,3,1,3,1,0,10,1995
Croatia,1,0,3,5,1,3,1,2,0,0,8,1996
Croatia,0,0,2,5,1,3,1,2,0,0,7,1997
Croatia,0,0,2,5,1,3,1,2,0,0,7,1998
Croatia,0,0,2,5,1,3,1,2,0,0,7,1999
Croatia,0,0,2,3,1,2,1,1,0,0,5,2000
Croatia,0,0,2,2,1,2,1,0,0,0,4,2001
Croatia,0,0,2,3,1,2,1,1,0,0,5,2002
Croatia,0,0,2,3,1,2,1,1,0,0,5,2003
Croatia,0,0,1,2,1,2,0,0,0,0,3,2004
Croatia,0,0,1,3,1,2,0,1,0,0,4,2005
Croatia,0,0,1,2,1,2,0,0,0,0,3,2006
Croatia,0,0,1,2,1,2,0,0,0,0,3,2007
Croatia,0,0,1,2,1,2,0,0,0,0,3,2008
Croatia,0,0,1,2,1,2,0,0,0,0,3,2009
Croatia,0,0,0,2,0,2,0,0,0,0,2,2010
Croatia,0,0,0,2,0,2,0,0,0,0,2,2011
Croatia,0,0,0,2,0,2,0,0,0,0,2,2012
Croatia,0,0,0,2,0,2,0,0,0,0,2,2013
Croatia,0,0,0,2,0,2,0,0,0,0,2,2014
Cuba,2,3,4,6,1,1,0,1,1,1,10,1995
Cuba,2,3,4,6,1,1,0,2,1,0,10,1996
Cuba,2,3,4,6,1,1,0,2,1,0,10,1997
Cuba,2,3,4,6,1,1,0,2,1,0,10,1998
Cuba,2,3,4,6,1,1,0,2,1,0,10,1999
Cuba,2,3,4,5,1,1,0,1,1,0,9,2000
Cuba,1,3,2,5,1,1,0,1,0,0,7,2001
Cuba,1,3,2,5,1,1,0,1,0,0,7,2002
Cuba,1,3,2,5,1,1,0,1,0,0,7,2003
Cuba,1,3,2,5,1,1,0,1,0,0,7,2004
Cuba,1,3,2,5,1,1,0,1,0,0,7,2005
Cuba,1,2,1,4,0,1,0,1,0,0,5,2006
Cuba,1,2,1,4,0,1,0,1,0,0,5,2007
Cuba,1,2,1,4,0,1,0,1,0,0,5,2008
Cuba,1,2,1,5,0,1,0,2,0,0,6,2009
Cuba,1,2,1,5,0,1,0,2,0,0,6,2010
Cuba,1,2,1,4,0,1,0,1,0,0,5,2011
Cuba,1,2,1,4,0,1,0,1,0,0,5,2012
Cuba,1,2,1,4,0,1,0,1,0,0,5,2013
Cuba,1,2,1,4,0,1,0,1,0,0,5,2014
Cyprus,0,0,0,3,0,3,0,0,0,0,3,1995
Cyprus,0,0,0,3,0,3,0,0,0,0,3,1996
Cyprus,0,0,0,3,0,3,0,0,0,0,3,1997
Cyprus,0,0,0,3,0,3,0,0,0,0,3,1998
Cyprus,0,0,0,3,0,3,0,0,0,0,3,1999
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2000
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2001
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2002
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2003
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2004
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2005
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2006
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2007
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2008
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2009
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2010
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2011
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2012
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2013
Cyprus,0,0,0,3,0,3,0,0,0,0,3,2014
Czech Republic,0,0,1,0,1,0,0,0,0,0,1,1995
Czech Republic,0,0,1,0,1,0,0,0,0,0,1,1996
Czech Republic,0,0,1,0,1,0,0,0,0,0,1,1997
Czech Republic,0,0,1,0,1,0,0,0,0,0,1,1998
Czech Republic,0,0,1,0,1,0,0,0,0,0,1,1999
Czech Republic,0,0,1,0,1,0,0,0,0,0,1,2000
Czech Republic,0,0,1,0,1,0,0,0,0,0,1,2001
Czech Republic,0,0,2,0,2,0,0,0,0,0,2,2002
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,2003
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,2004
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,2005
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2006
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2007
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2008
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2009
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2010
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2011
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2012
Czech Republic,0,0,0,1,0,1,0,0,0,0,1,2013
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,2014
Denmark,0,0,0,0,0,0,0,0,0,0,0,1995
Denmark,0,0,0,0,0,0,0,0,0,0,0,1996
Denmark,0,0,0,0,0,0,0,0,0,0,0,1997
Denmark,0,0,0,0,0,0,0,0,0,0,0,1998
Denmark,0,0,0,0,0,0,0,0,0,0,0,1999
Denmark,0,0,0,0,0,0,0,0,0,0,0,2000
Denmark,0,0,0,0,0,0,0,0,0,0,0,2001
Denmark,0,0,0,0,0,0,0,0,0,0,0,2002
Denmark,0,0,0,0,0,0,0,0,0,0,0,2003
Denmark,0,0,0,0,0,0,0,0,0,0,0,2004
Denmark,0,0,0,0,0,0,0,0,0,0,0,2005
Denmark,0,0,0,0,0,0,0,0,0,0,0,2006
Denmark,0,0,0,0,0,0,0,0,0,0,0,2007
Denmark,0,0,0,0,0,0,0,0,0,0,0,2008
Denmark,0,0,0,0,0,0,0,0,0,0,0,2009
Denmark,0,0,0,0,0,0,0,0,0,0,0,2010
Denmark,0,0,0,0,0,0,0,0,0,0,0,2011
Denmark,0,0,0,0,0,0,0,0,0,0,0,2012
Denmark,0,0,0,0,0,0,0,0,0,0,0,2013
Denmark,0,0,0,0,0,0,0,0,0,0,0,2014
Djibouti,3,2,9,9,2,2,1,2,3,3,18,1995
Djibouti,3,2,9,7,2,1,1,1,3,3,16,1996
Djibouti,3,2,9,6,2,0,1,1,3,3,15,1997
Djibouti,3,2,8,6,2,0,0,1,3,3,14,1998
Djibouti,3,2,8,7,2,1,0,1,3,3,15,1999
Djibouti,3,3,8,8,2,1,0,1,3,3,16,2000
Djibouti,3,2,8,7,2,1,0,1,3,3,15,2001
Djibouti,3,2,8,7,2,1,0,1,3,3,15,2002
Djibouti,3,2,8,7,2,1,0,1,3,3,15,2003
Djibouti,3,2,8,7,2,1,0,1,3,3,15,2004
Djibouti,3,2,7,7,2,1,0,1,2,3,14,2005
Djibouti,3,3,7,8,2,1,0,1,2,3,15,2006
Djibouti,3,3,7,8,2,1,0,1,2,3,15,2007
Djibouti,3,3,7,8,2,1,0,1,2,3,15,2008
Djibouti,3,2,6,7,1,1,0,1,2,3,13,2009
Djibouti,3,2,6,7,1,1,0,1,2,3,13,2010
Djibouti,3,2,6,7,1,1,0,1,2,3,13,2011
Djibouti,3,2,7,7,2,1,0,1,2,3,14,2012
Djibouti,3,2,7,6,2,0,0,1,2,3,13,2013
Djibouti,3,2,7,6,2,0,0,1,2,3,13,2014
Dominican Republic,2,0,5,3,1,2,0,0,2,1,8,1995
Dominican Republic,2,0,5,3,2,1,0,1,1,1,8,1996
Dominican Republic,2,0,4,3,1,1,0,1,1,1,7,1997
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,1998
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,1999
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,2000
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,2001
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,2002
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,2003
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,2004
Dominican Republic,1,0,3,3,1,1,0,1,1,1,6,2005
Dominican Republic,1,0,2,3,0,1,0,1,1,1,5,2006
Dominican Republic,1,0,2,3,0,1,0,1,1,1,5,2007
Dominican Republic,1,0,2,4,0,1,0,2,1,1,6,2008
Dominican Republic,1,0,2,4,0,1,0,2,1,1,6,2009
Dominican Republic,1,0,2,4,0,1,0,2,1,1,6,2010
Dominican Republic,1,0,2,3,0,1,0,2,1,0,5,2011
Dominican Republic,1,0,1,4,0,1,0,2,0,1,5,2012
Dominican Republic,1,0,1,4,0,1,0,2,0,1,5,2013
Dominican Republic,1,0,1,3,0,1,0,2,0,0,4,2014
Ecuador,2,3,4,7,0,2,1,1,1,1,11,1995
Ecuador,2,3,3,7,0,2,0,1,1,1,10,1996
Ecuador,2,3,3,7,0,2,0,1,1,1,10,1997
Ecuador,2,3,3,7,0,2,0,1,1,1,10,1998
Ecuador,2,3,3,7,0,2,0,1,1,1,10,1999
Ecuador,2,3,5,8,2,3,0,1,1,1,13,2000
Ecuador,2,3,5,8,2,3,0,1,1,1,13,2001
Ecuador,2,2,5,7,2,3,0,1,1,1,12,2002
Ecuador,2,2,5,7,2,3,0,1,1,1,12,2003
Ecuador,2,3,5,8,2,3,0,1,1,1,13,2004
Ecuador,1,3,4,8,2,3,0,1,1,1,12,2005
Ecuador,1,3,4,7,2,3,0,1,1,0,11,2006
Ecuador,1,3,3,7,2,3,0,1,0,0,10,2007
Ecuador,1,3,3,7,2,3,0,1,0,0,10,2008
Ecuador,1,3,3,8,2,3,0,1,0,1,11,2009
Ecuador,1,3,2,8,1,3,0,1,0,1,10,2010
Ecuador,1,3,3,7,2,3,0,1,0,0,10,2011
Ecuador,1,3,3,7,2,3,0,1,0,0,10,2012
Ecuador,1,3,3,5,2,1,0,1,0,0,8,2013
Ecuador,1,3,3,5,2,1,0,1,0,0,8,2014
Egypt,3,1,8,8,2,3,1,2,2,2,16,1995
Egypt,3,1,7,8,1,3,1,2,2,2,15,1996
Egypt,3,1,7,8,1,3,1,2,2,2,15,1997
Egypt,3,0,7,7,1,3,1,2,2,2,14,1998
Egypt,3,1,7,8,1,3,1,2,2,2,15,1999
Egypt,3,2,7,8,1,3,1,2,2,1,15,2000
Egypt,3,1,7,7,1,3,1,1,2,2,14,2001
Egypt,3,0,7,6,1,3,1,2,2,1,13,2002
Egypt,3,1,7,7,1,3,1,2,2,1,14,2003
Egypt,2,1,5,7,1,3,1,2,1,1,12,2004
Egypt,2,1,6,7,2,3,1,2,1,1,13,2005
Egypt,2,2,5,8,2,3,0,2,1,1,13,2006
Egypt,2,2,5,8,2,3,0,2,1,1,13,2007
Egypt,2,2,5,8,2,3,0,2,1,1,13,2008
Egypt,2,2,5,8,2,3,0,2,1,1,13,2009
Egypt,2,1,5,7,2,3,0,2,1,1,12,2010
Egypt,2,1,6,6,2,2,1,2,1,1,12,2011
Egypt,2,0,5,5,2,2,0,2,1,1,10,2012
Egypt,2,0,6,6,2,3,1,2,1,1,12,2013
Egypt,2,0,6,6,2,3,1,2,1,1,12,2014
Equatorial Guinea,2,3,7,9,3,1,0,2,2,3,16,1995
Equatorial Guinea,2,3,7,9,3,1,0,2,2,3,16,1996
Equatorial Guinea,2,3,7,9,3,1,0,2,2,3,16,1997
Equatorial Guinea,1,3,5,9,2,1,0,2,2,3,14,1998
Equatorial Guinea,1,3,5,9,2,1,0,2,2,3,14,1999
Equatorial Guinea,1,3,5,8,2,1,0,1,2,3,13,2000
Equatorial Guinea,1,3,5,8,2,1,0,1,2,3,13,2001
Equatorial Guinea,0,3,3,8,2,1,0,1,1,3,11,2002
Equatorial Guinea,0,3,3,8,1,1,0,1,2,3,11,2003
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2004
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2005
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2006
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2007
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2008
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2009
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2010
Equatorial Guinea,0,3,4,9,2,1,0,2,2,3,13,2011
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2012
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2013
Equatorial Guinea,0,3,4,8,2,1,0,1,2,3,12,2014
Eritrea,4,3,10,5,1,0,2,0,3,2,15,1995
Eritrea,4,3,10,5,1,0,2,0,3,2,15,1996
Eritrea,4,3,10,6,1,0,2,1,3,2,16,1997
Eritrea,4,3,10,8,1,0,2,3,3,2,18,1998
Eritrea,4,3,10,6,1,0,2,1,3,2,16,1999
Eritrea,4,3,10,7,1,0,2,2,3,2,17,2000
Eritrea,4,3,10,6,1,0,2,1,3,2,16,2001
Eritrea,4,3,10,6,1,0,2,1,3,2,16,2002
Eritrea,4,3,9,6,0,0,2,1,3,2,15,2003
Eritrea,4,3,9,7,0,0,2,2,3,2,16,2004
Eritrea,4,3,9,6,0,0,2,1,3,2,15,2005
Eritrea,4,2,10,5,1,0,2,2,3,1,15,2006
Eritrea,4,2,10,5,1,0,2,2,3,1,15,2007
Eritrea,4,2,9,5,1,0,1,2,3,1,14,2008
Eritrea,4,2,9,5,1,0,1,2,3,1,14,2009
